Tipo,Valor
InteresPrestamo,5.496714153011233
InteresPrestamo,4.861735698828816
InteresPrestamo,5.6476885381006925
InteresPrestamo,6.523029856408026
InteresPrestamo,4.765846625276664
InteresPrestamo,4.765863043050819
InteresPrestamo,6.5792128155073915
InteresPrestamo,5.7674347291529084
InteresPrestamo,4.530525614065048
InteresPrestamo,5.542560043585965
InteresPrestamo,4.536582307187538
InteresPrestamo,4.5342702464297435
InteresPrestamo,5.241962271566035
InteresPrestamo,3.086719755342202
InteresPrestamo,3.2750821674869672
InteresPrestamo,4.437712470759028
InteresPrestamo,3.9871688796655764
InteresPrestamo,5.314247332595274
InteresPrestamo,4.091975924478789
InteresPrestamo,3.5876962986647083
InteresPrestamo,6.465648768921554
InteresPrestamo,4.774223699513464
InteresPrestamo,5.067528204687924
InteresPrestamo,3.575251813786543
InteresPrestamo,4.455617275474817
InteresPrestamo,5.110922589709866
InteresPrestamo,3.8490064225776974
InteresPrestamo,5.3756980183456715
InteresPrestamo,4.399361310081195
InteresPrestamo,4.708306250206723
InteresPrestamo,4.398293387770603
InteresPrestamo,6.852278184508938
InteresPrestamo,4.986502775262066
InteresPrestamo,3.9422890710440996
InteresPrestamo,5.822544912103189
InteresPrestamo,3.7791563500289778
InteresPrestamo,5.208863595004756
InteresPrestamo,3.040329876120224
InteresPrestamo,3.6718139511015693
InteresPrestamo,5.1968612358691235
InteresPrestamo,5.738466579995411
InteresPrestamo,5.17136828118997
InteresPrestamo,4.88435171761176
InteresPrestamo,4.698896304410711
InteresPrestamo,3.5214780096325726
InteresPrestamo,4.280155791605291
InteresPrestamo,4.539361229040212
InteresPrestamo,6.057122226218915
InteresPrestamo,5.343618289568461
InteresPrestamo,3.236959844637266
InteresPrestamo,5.3240839693947954
InteresPrestamo,4.6149177195836835
InteresPrestamo,4.323077999694041
InteresPrestamo,5.611676288840868
InteresPrestamo,6.030999522495951
InteresPrestamo,5.931280119116199
InteresPrestamo,4.160782476777362
InteresPrestamo,4.690787624148785
InteresPrestamo,5.331263431403564
InteresPrestamo,5.975545127122359
InteresPrestamo,4.52082576215471
InteresPrestamo,4.8143410233361825
InteresPrestamo,3.893665025993972
InteresPrestamo,3.803793375919329
InteresPrestamo,5.812525822394198
InteresPrestamo,6.356240028570823
InteresPrestamo,4.927989878419666
InteresPrestamo,6.003532897892024
InteresPrestamo,5.361636025047634
InteresPrestamo,4.354880245394876
InteresPrestamo,5.361395605508414
InteresPrestamo,6.538036566465969
InteresPrestamo,4.964173960890048
InteresPrestamo,6.564643655814006
InteresPrestamo,2.3802548959102556
InteresPrestamo,5.821902504375224
InteresPrestamo,5.087047068238172
InteresPrestamo,4.7009926495341325
InteresPrestamo,5.091760776535502
InteresPrestamo,3.012431085399107
InteresPrestamo,4.780328112162488
InteresPrestamo,5.357112571511746
InteresPrestamo,6.477894044741516
InteresPrestamo,4.481729781726353
InteresPrestamo,4.191506397106813
InteresPrestamo,4.498242956415464
InteresPrestamo,5.915402117702074
InteresPrestamo,5.3287511096596845
InteresPrestamo,4.470239796232962
InteresPrestamo,5.513267433113356
InteresPrestamo,5.0970775493480405
InteresPrestamo,5.968644990532889
InteresPrestamo,4.297946906122648
InteresPrestamo,4.672337853402232
InteresPrestamo,4.607891846867842
InteresPrestamo,3.5364850518678814
InteresPrestamo,5.296120277064576
InteresPrestamo,5.261055272179889
InteresPrestamo,5.005113456642461
InteresPrestamo,4.765412866624853
InteresDeposito,1.2923146289747929
InteresDeposito,1.7896773386173206
InteresDeposito,1.8286427417366153
InteresDeposito,1.5988613653891905
InteresDeposito,1.9193571441669954
InteresDeposito,2.202025428407269
InteresDeposito,2.943092950605265
InteresDeposito,2.0872889064159197
InteresDeposito,2.1287751953613823
InteresDeposito,1.9627770421169164
InteresDeposito,1.0406143923504794
InteresDeposito,1.9867430622753917
InteresDeposito,2.030115104970513
InteresDeposito,3.231621056242643
InteresDeposito,1.9038195176094388
InteresDeposito,2.150773671166806
InteresDeposito,1.9826441151473784
InteresDeposito,1.4156609811902339
InteresDeposito,2.5714114072575103
InteresDeposito,2.375966516343387
InteresDeposito,2.3955159735215235
InteresDeposito,1.5453062726026305
InteresDeposito,2.7013971554680496
InteresDeposito,1.2990744686038596
InteresDeposito,2.293428546900135
InteresDeposito,3.095227812904989
InteresDeposito,1.5047318374346559
InteresDeposito,1.716851135198614
InteresDeposito,2.049825682543821
InteresDeposito,1.7482621729419003
InteresDeposito,1.2246682844669337
InteresDeposito,2.0342814874030135
InteresDeposito,1.4688481431369476
InteresDeposito,2.236796215317591
InteresDeposito,1.5402878828830984
InteresDeposito,2.77496720250877
InteresDeposito,1.6083733538318814
InteresDeposito,1.8389692418971622
InteresDeposito,2.406758608684835
InteresDeposito,1.3845678417830225
InteresDeposito,2.113729967302065
InteresDeposito,2.653571377141214
InteresDeposito,1.1962583827193862
InteresDeposito,2.0923169292661523
InteresDeposito,2.129941397124212
InteresDeposito,2.390911435888655
InteresDeposito,1.381524644560959
InteresDeposito,1.3397716934578618
InteresDeposito,2.2609707828084487
InteresDeposito,2.148492336616593
InteresDeposito,2.1252464251729384
InteresDeposito,2.173224104748488
InteresDeposito,1.6599876392107547
InteresDeposito,2.116126848580502
InteresDeposito,2.146536236649341
InteresDeposito,1.642824290986816
InteresDeposito,2.9328872555723784
InteresDeposito,2.2369164604558938
InteresDeposito,1.4043482513986758
InteresDeposito,2.328276804316915
InteresDeposito,1.5126591648863392
InteresDeposito,2.393542301871226
InteresDeposito,2.579297789503702
InteresDeposito,1.5896588408241448
InteresDeposito,2.481688064622161
InteresDeposito,2.206390463468249
InteresDeposito,2.411030079997245
InteresDeposito,2.9483964913269736
InteresDeposito,1.8773059419985647
InteresDeposito,1.6231319178212553
InteresDeposito,1.5552427851872384
InteresDeposito,1.5920948575172809
InteresDeposito,1.961449145292948
InteresDeposito,2.170575987408322
InteresDeposito,2.1383453996650097
InteresDeposito,2.413591624518012
InteresDeposito,2.0065009459389533
InteresDeposito,2.726767038578658
InteresDeposito,1.867671583381022
InteresDeposito,3.3600845832948094
InteresDeposito,2.312833673882503
InteresDeposito,1.5714212217918586
InteresDeposito,1.464553750969444
InteresDeposito,2.2412362076215926
InteresDeposito,1.8882686073370745
InteresDeposito,2.357000247046046
InteresDeposito,2.2366188122867725
InteresDeposito,1.9635855436715637
InteresDeposito,1.5766031409657975
InteresDeposito,1.2425763876570677
InteresDeposito,1.7767425239664894
InteresDeposito,2.428199397161736
InteresDeposito,2.107046872065102
InteresDeposito,1.377130610644006
InteresDeposito,2.086590462925591
InteresDeposito,2.1926586898644183
InteresDeposito,1.5580712818994336
InteresDeposito,2.076862552972764
InteresDeposito,2.029104359223
InteresDeposito,1.4285148510846883
